# R2D2 triangularized dual grid
0	0	-1	0	0.02	2.5	0.02	1.25	0.04		0	1	1	0	
0	1	-1	2.5	0.02	2.5	0.06	1.25	0.04		0	1	1	0	
1	1	-1	2.5	0.06	0	0.06	1.25	0.04		0	1	1	0	
1	0	-1	0	0.06	0	0.02	1.25	0.04		0	1	1	0	
0	0	-1	2.5	0	2.5	0.02	1.666666667	0.01333333333		0	0	0	
0	0	-1	2.5	0.02	0	0.02	1.666666667	0.01333333333		0	0	0	
0	0	-1	0	0.02	2.5	0	1.666666667	0.01333333333		0	0	0	
50	0	-1	7.5	0.02	2.5	0.02	5	0.01		0	0	50	50	
0	0	-1	2.5	0.02	2.5	0	5	0.01		0	0	50	50	
0	50	-1	2.5	0	7.5	0	5	0.01		0	0	50	50	
50	50	-1	7.5	0	7.5	0.02	5	0.01		0	0	50	50	
1	0	-1	2.5	0.06	2.5	0.02	5	0.04		0	50	51	1	
0	50	-1	2.5	0.02	7.5	0.02	5	0.04		0	50	51	1	
50	51	-1	7.5	0.02	7.5	0.06	5	0.04		0	50	51	1	
51	1	-1	7.5	0.06	2.5	0.06	5	0.04		0	50	51	1	
2	1	-1	2.5	0.1	2.5	0.06	5	0.08		1	51	52	2	
1	51	-1	2.5	0.06	7.5	0.06	5	0.08		1	51	52	2	
51	52	-1	7.5	0.06	7.5	0.1	5	0.08		1	51	52	2	
52	2	-1	7.5	0.1	2.5	0.1	5	0.08		1	51	52	2	
1	1	-1	0	0.06	2.5	0.06	1.25	0.08		1	2	2	1	
1	2	-1	2.5	0.06	2.5	0.1	1.25	0.08		1	2	2	1	
2	2	-1	2.5	0.1	0	0.1	1.25	0.08		1	2	2	1	
2	1	-1	0	0.1	0	0.06	1.25	0.08		1	2	2	1	
3	2	-1	2.5	0.14	2.5	0.1	5	0.12		2	52	53	3	
2	52	-1	2.5	0.1	7.5	0.1	5	0.12		2	52	53	3	
52	53	-1	7.5	0.1	7.5	0.14	5	0.12		2	52	53	3	
53	3	-1	7.5	0.14	2.5	0.14	5	0.12		2	52	53	3	
2	2	-1	0	0.1	2.5	0.1	1.25	0.12		2	3	3	2	
2	3	-1	2.5	0.1	2.5	0.14	1.25	0.12		2	3	3	2	
3	3	-1	2.5	0.14	0	0.14	1.25	0.12		2	3	3	2	
3	2	-1	0	0.14	0	0.1	1.25	0.12		2	3	3	2	
4	3	-1	2.5	0.18	2.5	0.14	5	0.16		3	53	54	4	
3	53	-1	2.5	0.14	7.5	0.14	5	0.16		3	53	54	4	
53	54	-1	7.5	0.14	7.5	0.18	5	0.16		3	53	54	4	
54	4	-1	7.5	0.18	2.5	0.18	5	0.16		3	53	54	4	
3	3	-1	0	0.14	2.5	0.14	1.25	0.16		3	4	4	3	
3	4	-1	2.5	0.14	2.5	0.18	1.25	0.16		3	4	4	3	
4	4	-1	2.5	0.18	0	0.18	1.25	0.16		3	4	4	3	
4	3	-1	0	0.18	0	0.14	1.25	0.16		3	4	4	3	
5	4	-1	2.5	0.22	2.5	0.18	5	0.2		4	54	55	5	
4	54	-1	2.5	0.18	7.5	0.18	5	0.2		4	54	55	5	
54	55	-1	7.5	0.18	7.5	0.22	5	0.2		4	54	55	5	
55	5	-1	7.5	0.22	2.5	0.22	5	0.2		4	54	55	5	
4	4	-1	0	0.18	2.5	0.18	1.25	0.2		4	5	5	4	
4	5	-1	2.5	0.18	2.5	0.22	1.25	0.2		4	5	5	4	
5	5	-1	2.5	0.22	0	0.22	1.25	0.2		4	5	5	4	
5	4	-1	0	0.22	0	0.18	1.25	0.2		4	5	5	4	
6	5	-1	2.5	0.26	2.5	0.22	5	0.24		5	55	56	6	
5	55	-1	2.5	0.22	7.5	0.22	5	0.24		5	55	56	6	
55	56	-1	7.5	0.22	7.5	0.26	5	0.24		5	55	56	6	
56	6	-1	7.5	0.26	2.5	0.26	5	0.24		5	55	56	6	
5	5	-1	0	0.22	2.5	0.22	1.25	0.24		5	6	6	5	
5	6	-1	2.5	0.22	2.5	0.26	1.25	0.24		5	6	6	5	
6	6	-1	2.5	0.26	0	0.26	1.25	0.24		5	6	6	5	
6	5	-1	0	0.26	0	0.22	1.25	0.24		5	6	6	5	
7	6	-1	2.5	0.3	2.5	0.26	5	0.28		6	56	57	7	
6	56	-1	2.5	0.26	7.5	0.26	5	0.28		6	56	57	7	
56	57	-1	7.5	0.26	7.5	0.3	5	0.28		6	56	57	7	
57	7	-1	7.5	0.3	2.5	0.3	5	0.28		6	56	57	7	
6	6	-1	0	0.26	2.5	0.26	1.25	0.28		6	7	7	6	
6	7	-1	2.5	0.26	2.5	0.3	1.25	0.28		6	7	7	6	
7	7	-1	2.5	0.3	0	0.3	1.25	0.28		6	7	7	6	
7	6	-1	0	0.3	0	0.26	1.25	0.28		6	7	7	6	
8	7	-1	2.5	0.34	2.5	0.3	5	0.32		7	57	58	8	
7	57	-1	2.5	0.3	7.5	0.3	5	0.32		7	57	58	8	
57	58	-1	7.5	0.3	7.5	0.34	5	0.32		7	57	58	8	
58	8	-1	7.5	0.34	2.5	0.34	5	0.32		7	57	58	8	
7	7	-1	0	0.3	2.5	0.3	1.25	0.32		7	8	8	7	
7	8	-1	2.5	0.3	2.5	0.34	1.25	0.32		7	8	8	7	
8	8	-1	2.5	0.34	0	0.34	1.25	0.32		7	8	8	7	
8	7	-1	0	0.34	0	0.3	1.25	0.32		7	8	8	7	
9	8	-1	2.5	0.38	2.5	0.34	5	0.36		8	58	59	9	
8	58	-1	2.5	0.34	7.5	0.34	5	0.36		8	58	59	9	
