# R2D2 dual grid
0	1	-1	-1	2.5	0.02	2.5	0.06	0	0.06	0	0.02	
0	-1	-1	2.5	0.02	0	0.02	2.5	0	
0	-1	-1	50	2.5	0.02	2.5	0	7.5	0	7.5	0.02	
0	50	51	1	2.5	0.02	7.5	0.02	7.5	0.06	2.5	0.06	
1	51	52	2	2.5	0.06	7.5	0.06	7.5	0.1	2.5	0.1	
1	2	-1	-1	2.5	0.06	2.5	0.1	0	0.1	0	0.06	
2	52	53	3	2.5	0.1	7.5	0.1	7.5	0.14	2.5	0.14	
2	3	-1	-1	2.5	0.1	2.5	0.14	0	0.14	0	0.1	
3	53	54	4	2.5	0.14	7.5	0.14	7.5	0.18	2.5	0.18	
3	4	-1	-1	2.5	0.14	2.5	0.18	0	0.18	0	0.14	
4	54	55	5	2.5	0.18	7.5	0.18	7.5	0.22	2.5	0.22	
4	5	-1	-1	2.5	0.18	2.5	0.22	0	0.22	0	0.18	
5	55	56	6	2.5	0.22	7.5	0.22	7.5	0.26	2.5	0.26	
5	6	-1	-1	2.5	0.22	2.5	0.26	0	0.26	0	0.22	
6	56	57	7	2.5	0.26	7.5	0.26	7.5	0.3	2.5	0.3	
6	7	-1	-1	2.5	0.26	2.5	0.3	0	0.3	0	0.26	
7	57	58	8	2.5	0.3	7.5	0.3	7.5	0.34	2.5	0.34	
7	8	-1	-1	2.5	0.3	2.5	0.34	0	0.34	0	0.3	
8	58	59	9	2.5	0.34	7.5	0.34	7.5	0.38	2.5	0.38	
8	9	-1	-1	2.5	0.34	2.5	0.38	0	0.38	0	0.34	
9	59	60	10	2.5	0.38	7.5	0.38	7.5	0.42	2.5	0.42	
9	10	-1	-1	2.5	0.38	2.5	0.42	0	0.42	0	0.38	
10	60	61	11	2.5	0.42	7.5	0.42	7.5	0.46	2.5	0.46	
10	11	-1	-1	2.5	0.42	2.5	0.46	0	0.46	0	0.42	
11	61	62	12	2.5	0.46	7.5	0.46	7.5	0.5	2.5	0.5	
11	12	-1	-1	2.5	0.46	2.5	0.5	0	0.5	0	0.46	
12	62	63	13	2.5	0.5	7.5	0.5	7.5	0.54	2.5	0.54	
12	13	-1	-1	2.5	0.5	2.5	0.54	0	0.54	0	0.5	
13	63	64	14	2.5	0.54	7.5	0.54	7.5	0.58	2.5	0.58	
13	14	-1	-1	2.5	0.54	2.5	0.58	0	0.58	0	0.54	
14	64	65	15	2.5	0.58	7.5	0.58	7.5	0.62	2.5	0.62	
14	15	-1	-1	2.5	0.58	2.5	0.62	0	0.62	0	0.58	
15	65	66	16	2.5	0.62	7.5	0.62	7.5	0.66	2.5	0.66	
15	16	-1	-1	2.5	0.62	2.5	0.66	0	0.66	0	0.62	
16	66	67	17	2.5	0.66	7.5	0.66	7.5	0.7	2.5	0.7	
16	17	-1	-1	2.5	0.66	2.5	0.7	0	0.7	0	0.66	
17	67	68	18	2.5	0.7	7.5	0.7	7.5	0.74	2.5	0.74	
17	18	-1	-1	2.5	0.7	2.5	0.74	0	0.74	0	0.7	
18	68	69	19	2.5	0.74	7.5	0.74	7.5	0.78	2.5	0.78	
18	19	-1	-1	2.5	0.74	2.5	0.78	0	0.78	0	0.74	
19	69	70	20	2.5	0.78	7.5	0.78	7.5	0.82	2.5	0.82	
19	20	-1	-1	2.5	0.78	2.5	0.82	0	0.82	0	0.78	
20	70	71	21	2.5	0.82	7.5	0.82	7.5	0.86	2.5	0.86	
20	21	-1	-1	2.5	0.82	2.5	0.86	0	0.86	0	0.82	
21	71	72	22	2.5	0.86	7.5	0.86	7.5	0.9	2.5	0.9	
21	22	-1	-1	2.5	0.86	2.5	0.9	0	0.9	0	0.86	
22	72	73	23	2.5	0.9	7.5	0.9	7.5	0.94	2.5	0.94	
22	23	-1	-1	2.5	0.9	2.5	0.94	0	0.94	0	0.9	
23	73	74	24	2.5	0.94	7.5	0.94	7.5	0.98	2.5	0.98	
23	24	-1	-1	2.5	0.94	2.5	0.98	0	0.98	0	0.94	
24	74	75	25	2.5	0.98	7.5	0.98	7.5	1.02	2.5	1.02	
24	25	-1	-1	2.5	0.98	2.5	1.02	0	1.02	0	0.98	
25	75	76	26	2.5	1.02	7.5	1.02	7.5	1.06	2.5	1.06	
25	26	-1	-1	2.5	1.02	2.5	1.06	0	1.06	0	1.02	
26	76	77	27	2.5	1.06	7.5	1.06	7.5	1.1	2.5	1.1	
26	27	-1	-1	2.5	1.06	2.5	1.1	0	1.1	0	1.06	
27	77	78	28	2.5	1.1	7.5	1.1	7.5	1.14	2.5	1.14	
27	28	-1	-1	2.5	1.1	2.5	1.14	0	1.14	0	1.1	
28	78	79	29	2.5	1.14	7.5	1.14	7.5	1.18	2.5	1.18	
28	29	-1	-1	2.5	1.14	2.5	1.18	0	1.18	0	1.14	
29	79	80	30	2.5	1.18	7.5	1.18	7.5	1.22	2.5	1.22	
