# R2D2 boundary information
0	right	430	300	430	350
1	top1	21	394	0	395
2	top3	36	392	21	394
3	top4	46	390	36	392
4	top5	91	380	46	390
5	top6	109	376	91	380
6	top7	121	375	109	376
7	top8	199	368	121	375
8	top9	206	367	199	368
9	top10	270	358	206	367
10	top11	286	356	270	358
11	top12	327	356	286	356
12	top13	390	351	327	356
13	top14	430	350	390	351
