# R2D2 triangularized dual grid
49	0	-1	55.375	359.875	54.92857143	366	53.16785714	362.3583333		0	112	49	
0	112	-1	54.92857143	366	49.2	361.2	53.16785714	362.3583333		0	112	49	
112	49	-1	49.2	361.2	55.375	359.875	53.16785714	362.3583333		0	112	49	
4	0	-1	58.5	366	54.92857143	366	56.26785714	363.9583333		0	49	4	
0	49	-1	54.92857143	366	55.375	359.875	56.26785714	363.9583333		0	49	4	
49	4	-1	55.375	359.875	58.5	366	56.26785714	363.9583333		0	49	4	
1	0	-1	54.92857143	371.3333333	54.92857143	366	56.71428571	368.6666667		0	4	5	1	
0	4	-1	54.92857143	366	58.5	366	56.71428571	368.6666667		0	4	5	1	
4	5	-1	58.5	366	58.5	371.3333333	56.71428571	368.6666667		0	4	5	1	
5	1	-1	58.5	371.3333333	54.92857143	371.3333333	56.71428571	368.6666667		0	4	5	1	
110	0	-1	49.2	367.6	54.92857143	366	53.01904762	368.3111111		0	1	110	
0	1	-1	54.92857143	366	54.92857143	371.3333333	53.01904762	368.3111111		0	1	110	
1	110	-1	54.92857143	371.3333333	49.2	367.6	53.01904762	368.3111111		0	1	110	
112	0	-1	49.2	361.2	54.92857143	366	51.10952381	364.9333333		0	110	112	
0	110	-1	54.92857143	366	49.2	367.6	51.10952381	364.9333333		0	110	112	
110	112	-1	49.2	367.6	49.2	361.2	51.10952381	364.9333333		0	110	112	
2	1	-1	54.92857143	376.6666667	54.92857143	371.3333333	56.71428571	374		1	5	6	2	
1	5	-1	54.92857143	371.3333333	58.5	371.3333333	56.71428571	374		1	5	6	2	
5	6	-1	58.5	371.3333333	58.5	376.6666667	56.71428571	374		1	5	6	2	
6	2	-1	58.5	376.6666667	54.92857143	376.6666667	56.71428571	374		1	5	6	2	
108	1	-1	49.2	374	54.92857143	371.3333333	53.01904762	374		1	2	108	
1	2	-1	54.92857143	371.3333333	54.92857143	376.6666667	53.01904762	374		1	2	108	
2	108	-1	54.92857143	376.6666667	49.2	374	53.01904762	374		1	2	108	
110	1	-1	49.2	367.6	54.92857143	371.3333333	51.10952381	370.9777778		1	108	110	
1	108	-1	54.92857143	371.3333333	49.2	374	51.10952381	370.9777778		1	108	110	
108	110	-1	49.2	374	49.2	367.6	51.10952381	370.9777778		1	108	110	
3	2	-1	54.92857143	382	54.92857143	376.6666667	56.71428571	379.3333333		2	6	7	3	
2	6	-1	54.92857143	376.6666667	58.5	376.6666667	56.71428571	379.3333333		2	6	7	3	
6	7	-1	58.5	376.6666667	58.5	382	56.71428571	379.3333333		2	6	7	3	
7	3	-1	58.5	382	54.92857143	382	56.71428571	379.3333333		2	6	7	3	
106	2	-1	49.2	380.4	54.92857143	376.6666667	53.01904762	379.6888889		2	3	106	
2	3	-1	54.92857143	376.6666667	54.92857143	382	53.01904762	379.6888889		2	3	106	
3	106	-1	54.92857143	382	49.2	380.4	53.01904762	379.6888889		2	3	106	
108	2	-1	49.2	374	54.92857143	376.6666667	51.10952381	377.0222222		2	106	108	
2	106	-1	54.92857143	376.6666667	49.2	380.4	51.10952381	377.0222222		2	106	108	
106	108	-1	49.2	380.4	49.2	374	51.10952381	377.0222222		2	106	108	
102	3	-1	58.70833333	385.2083333	54.92857143	382	57.37896825	383.0694444		3	7	102	
3	7	-1	54.92857143	382	58.5	382	57.37896825	383.0694444		3	7	102	
7	102	-1	58.5	382	58.70833333	385.2083333	57.37896825	383.0694444		3	7	102	
103	3	-1	54.95833333	386.0416667	54.92857143	382	56.1984127	384.4166667		3	102	103	
3	102	-1	54.92857143	382	58.70833333	385.2083333	56.1984127	384.4166667		3	102	103	
102	103	-1	58.70833333	385.2083333	54.95833333	386.0416667	56.1984127	384.4166667		3	102	103	
104	3	-1	49.2	386.8	54.92857143	382	53.02896825	384.9472222		3	103	104	
3	103	-1	54.92857143	382	54.95833333	386.0416667	53.02896825	384.9472222		3	103	104	
103	104	-1	54.95833333	386.0416667	49.2	386.8	53.02896825	384.9472222		3	103	104	
106	3	-1	49.2	380.4	54.92857143	382	51.10952381	383.0666667		3	104	106	
3	104	-1	54.92857143	382	49.2	386.8	51.10952381	383.0666667		3	104	106	
104	106	-1	49.2	386.8	49.2	380.4	51.10952381	383.0666667		3	104	106	
8	4	-1	62.07142857	366	58.5	366	59.89880952	363.9583333		4	51	8	
4	51	-1	58.5	366	59.125	359.875	59.89880952	363.9583333		4	51	8	
51	8	-1	59.125	359.875	62.07142857	366	59.89880952	363.9583333		4	51	8	
5	4	-1	58.5	371.3333333	58.5	366	60.28571429	368.6666667		4	8	9	5	
4	8	-1	58.5	366	62.07142857	366	60.28571429	368.6666667		4	8	9	5	
8	9	-1	62.07142857	366	62.07142857	371.3333333	60.28571429	368.6666667		4	8	9	5	
9	5	-1	62.07142857	371.3333333	58.5	371.3333333	60.28571429	368.6666667		4	8	9	5	
51	4	-1	59.125	359.875	58.5	366	57.66666667	361.9166667		4	49	51	
4	49	-1	58.5	366	55.375	359.875	57.66666667	361.9166667		4	49	51	
49	51	-1	55.375	359.875	59.125	359.875	57.66666667	361.9166667		4	49	51	
6	5	-1	58.5	376.6666667	58.5	371.3333333	60.28571429	374		5	9	10	6	
5	9	-1	58.5	371.3333333	62.07142857	371.3333333	60.28571429	374		5	9	10	6	
9	10	-1	62.07142857	371.3333333	62.07142857	376.6666667	60.28571429	374		5	9	10	6	
10	6	-1	62.07142857	376.6666667	58.5	376.6666667	60.28571429	374		5	9	10	6	
7	6	-1	58.5	382	58.5	376.6666667	60.28571429	379.3333333		6	10	11	7	
6	10	-1	58.5	376.6666667	62.07142857	376.6666667	60.28571429	379.3333333		6	10	11	7	
10	11	-1	62.07142857	376.6666667	62.07142857	382	60.28571429	379.3333333		6	10	11	7	
11	7	-1	62.07142857	382	58.5	382	60.28571429	379.3333333		6	10	11	7	
102	7	-1	58.70833333	385.2083333	58.5	382	59.75992063	383.0694444		7	11	102	
7	11	-1	58.5	382	62.07142857	382	59.75992063	383.0694444		7	11	102	
11	102	-1	62.07142857	382	58.70833333	385.2083333	59.75992063	383.0694444		7	11	102	
12	8	-1	65.64285714	366	62.07142857	366	63.5297619	363.9583333		8	53	12	
8	53	-1	62.07142857	366	62.875	359.875	63.5297619	363.9583333		8	53	12	
53	12	-1	62.875	359.875	65.64285714	366	63.5297619	363.9583333		8	53	12	
9	8	-1	62.07142857	371.3333333	62.07142857	366	63.85714286	368.6666667		8	12	13	9	
8	12	-1	62.07142857	366	65.64285714	366	63.85714286	368.6666667		8	12	13	9	
12	13	-1	65.64285714	366	65.64285714	371.3333333	63.85714286	368.6666667		8	12	13	9	
13	9	-1	65.64285714	371.3333333	62.07142857	371.3333333	63.85714286	368.6666667		8	12	13	9	
53	8	-1	62.875	359.875	62.07142857	366	61.35714286	361.9166667		8	51	53	
8	51	-1	62.07142857	366	59.125	359.875	61.35714286	361.9166667		8	51	53	
51	53	-1	59.125	359.875	62.875	359.875	61.35714286	361.9166667		8	51	53	
10	9	-1	62.07142857	376.6666667	62.07142857	371.3333333	63.85714286	374		9	13	14	10	
9	13	-1	62.07142857	371.3333333	65.64285714	371.3333333	63.85714286	374		9	13	14	10	
13	14	-1	65.64285714	371.3333333	65.64285714	376.6666667	63.85714286	374		9	13	14	10	
14	10	-1	65.64285714	376.6666667	62.07142857	376.6666667	63.85714286	374		9	13	14	10	
11	10	-1	62.07142857	382	62.07142857	376.6666667	63.26190476	378.4444444		10	14	11	
10	14	-1	62.07142857	376.6666667	65.64285714	376.6666667	63.26190476	378.4444444		10	14	11	
14	11	-1	65.64285714	376.6666667	62.07142857	382	63.26190476	378.4444444		10	14	11	
100	11	-1	66.20833333	383.5416667	62.07142857	382	64.64087302	380.7361111		11	14	100	
11	14	-1	62.07142857	382	65.64285714	376.6666667	64.64087302	380.7361111		11	14	100	
14	100	-1	65.64285714	376.6666667	66.20833333	383.5416667	64.64087302	380.7361111		11	14	100	
101	11	-1	62.45833333	384.375	62.07142857	382	63.57936508	383.3055556		11	100	101	
11	100	-1	62.07142857	382	66.20833333	383.5416667	63.57936508	383.3055556		11	100	101	
100	101	-1	66.20833333	383.5416667	62.45833333	384.375	63.57936508	383.3055556		11	100	101	
102	11	-1	58.70833333	385.2083333	62.07142857	382	61.07936508	383.8611111		11	101	102	
11	101	-1	62.07142857	382	62.45833333	384.375	61.07936508	383.8611111		11	101	102	
101	102	-1	62.45833333	384.375	58.70833333	385.2083333	61.07936508	383.8611111		11	101	102	
15	12	-1	69.21428571	366	65.64285714	366	67.16071429	363.9583333		12	55	15	
12	55	-1	65.64285714	366	66.625	359.875	67.16071429	363.9583333		12	55	15	
55	15	-1	66.625	359.875	69.21428571	366	67.16071429	363.9583333		12	55	15	
13	12	-1	65.64285714	371.3333333	65.64285714	366	67.42857143	368.6666667		12	15	16	13	
12	15	-1	65.64285714	366	69.21428571	366	67.42857143	368.6666667		12	15	16	13	
15	16	-1	69.21428571	366	69.21428571	371.3333333	67.42857143	368.6666667		12	15	16	13	
16	13	-1	69.21428571	371.3333333	65.64285714	371.3333333	67.42857143	368.6666667		12	15	16	13	
55	12	-1	66.625	359.875	65.64285714	366	65.04761905	361.9166667		12	53	55	
12	53	-1	65.64285714	366	62.875	359.875	65.04761905	361.9166667		12	53	55	
53	55	-1	62.875	359.875	66.625	359.875	65.04761905	361.9166667		12	53	55	
14	13	-1	65.64285714	376.6666667	65.64285714	371.3333333	67.42857143	374		13	16	17	14	
13	16	-1	65.64285714	371.3333333	69.21428571	371.3333333	67.42857143	374		13	16	17	14	
16	17	-1	69.21428571	371.3333333	69.21428571	376.6666667	67.42857143	374		13	16	17	14	
17	14	-1	69.21428571	376.6666667	65.64285714	376.6666667	67.42857143	374		13	16	17	14	
99	14	-1	69.95833333	382.7083333	65.64285714	376.6666667	68.2718254	378.6805556		14	17	99	
14	17	-1	65.64285714	376.6666667	69.21428571	376.6666667	68.2718254	378.6805556		14	17	99	
17	99	-1	69.21428571	376.6666667	69.95833333	382.7083333	68.2718254	378.6805556		14	17	99	
100	14	-1	66.20833333	383.5416667	65.64285714	376.6666667	67.26984127	380.9722222		14	99	100	
14	99	-1	65.64285714	376.6666667	69.95833333	382.7083333	67.26984127	380.9722222		14	99	100	
99	100	-1	69.95833333	382.7083333	66.20833333	383.5416667	67.26984127	380.9722222		14	99	100	
18	15	-1	72.78571429	366	69.21428571	366	70.79166667	363.9583333		15	57	18	
15	57	-1	69.21428571	366	70.375	359.875	70.79166667	363.9583333		15	57	18	
57	18	-1	70.375	359.875	72.78571429	366	70.79166667	363.9583333		15	57	18	
16	15	-1	69.21428571	371.3333333	69.21428571	366	71	368.6666667		15	18	19	16	
15	18	-1	69.21428571	366	72.78571429	366	71	368.6666667		15	18	19	16	
18	19	-1	72.78571429	366	72.78571429	371.3333333	71	368.6666667		15	18	19	16	
19	16	-1	72.78571429	371.3333333	69.21428571	371.3333333	71	368.6666667		15	18	19	16	
57	15	-1	70.375	359.875	69.21428571	366	68.73809524	361.9166667		15	55	57	
15	55	-1	69.21428571	366	66.625	359.875	68.73809524	361.9166667		15	55	57	
55	57	-1	66.625	359.875	70.375	359.875	68.73809524	361.9166667		15	55	57	
17	16	-1	69.21428571	376.6666667	69.21428571	371.3333333	71	374		16	19	20	17	
16	19	-1	69.21428571	371.3333333	72.78571429	371.3333333	71	374		16	19	20	17	
19	20	-1	72.78571429	371.3333333	72.78571429	376.6666667	71	374		16	19	20	17	
20	17	-1	72.78571429	376.6666667	69.21428571	376.6666667	71	374		16	19	20	17	
