0	-1010.4
31	-181.2
59	-12
90	-522
120	0
151	0
181	0
212	0
243	0
273	0
304	0
334	-154.8
365	-1010.4
396	-181.2
424	-12
455	-522
485	0
516	0
546	0
577	0
608	0
638	0
669	0
699	-154.8
730	-1010.4
761	-181.2
789	-12
820	-522
850	0
881	0
911	0
942	0
973	0
1003	0
1034	0
1064	-154.8
1095	-1010.4
1126	-181.2
1154	-12
1185	-522
1215	0
1246	0
1276	0
1307	0
1338	0
1368	0
1399	0
1429	-154.8
1460	-1010.4
1491	-181.2
1519	-12
1550	-522
1580	0
1611	0
1641	0
1672	0
1703	0
1733	0
1764	0
1794	-154.8
1825	-1010.4
1856	-181.2
1884	-12
1915	-522
1945	0
1976	0
2006	0
2037	0
2068	0
2098	0
2129	0
2159	-154.8
2190	-1010.4
2221	-181.2
2249	-12
2280	-522
2310	0
2341	0
2371	0
2402	0
2433	0
2463	0
2494	0
2524	-154.8
2555	-1010.4
2586	-181.2
2614	-12
2645	-522
2675	0
2706	0
2736	0
2767	0
2798	0
2828	0
2859	0
2889	-154.8
2920	-1010.4
2951	-181.2
2979	-12
3010	-522
3040	0
3071	0
3101	0
3132	0
3163	0
3193	0
3224	0
3254	-154.8
3285	-1010.4
3316	-181.2
3344	-12
3375	-522
3405	0
3436	0
3466	0
3497	0
3528	0
3558	0
3589	0
3619	-154.8
3650	-1010.4
3681	-181.2
3709	-12
3740	-522
3770	0
3801	0
3831	0
3862	0
3893	0
3923	0
3954	0
3984	-154.8
4015	-1010.4
4046	-181.2
4074	-12
4105	-522
4135	0
4166	0
4196	0
4227	0
4258	0
4288	0
4319	0
4349	-154.8
4380	-1010.4
4411	-181.2
4439	-12
4470	-522
4500	0
4531	0
4561	0
4592	0
4623	0
4653	0
4684	0
4714	-154.8
4745	-1010.4
4776	-181.2
4804	-12
4835	-522
4865	0
4896	0
4926	0
4957	0
4988	0
5018	0
5049	0
5079	-154.8
5110	-1010.4
5141	-181.2
5169	-12
5200	-522
5230	0
5261	0
5291	0
5322	0
5353	0
5383	0
5414	0
5444	-154.8
5475	-1010.4
5506	-181.2
5534	-12
5565	-522
5595	0
5626	0
5656	0
5687	0
5718	0
5748	0
5779	0
5809	-154.8
5840	-1010.4
5871	-181.2
5899	-12
5930	-522
5960	0
5991	0
6021	0
6052	0
6083	0
6113	0
6144	0
6174	-154.8
6205	-1010.4
6236	-181.2
6264	-12
6295	-522
6325	0
6356	0
6386	0
6417	0
6448	0
6478	0
6509	0
6539	-154.8
6570	-1010.4
6601	-181.2
6629	-12
6660	-522
6690	0
6721	0
6751	0
6782	0
6813	0
6843	0
6874	0
6904	-154.8
6935	-1010.4
6966	-181.2
6994	-12
7025	-522
7055	0
7086	0
7116	0
7147	0
7178	0
7208	0
7239	0
7269	-154.8
7300	-1010.4
7331	-181.2
7359	-12
7390	-522
7420	0
7451	0
7481	0
7512	0
7543	0
7573	0
7604	0
7634	-154.8
7665	-1010.4
7696	-181.2
7724	-12
7755	-522
7785	0
7816	0
7846	0
7877	0
7908	0
7938	0
7969	0
7999	-154.8
8030	-1010.4
8061	-181.2
8089	-12
8120	-522
8150	0
8181	0
8211	0
8242	0
8273	0
8303	0
8334	0
8364	-154.8
8395	-1010.4
8426	-181.2
8454	-12
8485	-522
8515	0
8546	0
8576	0
8607	0
8638	0
8668	0
8699	0
8729	-154.8
8760	-1010.4
8791	-181.2
8819	-12
8850	-522
8880	0
8911	0
8941	0
8972	0
9003	0
9033	0
9064	0
9094	-154.8
