# R2D2 boundary information
0	left	0	395	0	300
1	right	430	300	430	350
2	top1	21	394	0	395
3	top3	36	392	21	394
4	top4	46	390	36	392
5	top5	91	380	46	390
6	top6	109	376	91	380
7	top7	121	375	109	376
8	top8	199	368	121	375
9	top9	206	367	199	368
10	top10	270	358	206	367
11	top11	286	356	270	358
12	top12	327	356	286	356
13	top13	390	351	327	356
14	top14	430	350	390	351
