# R2D2 dual grid
0	-1	-1	0.1	5	0.1	10	0	5	
0	-1	-1	0.1	5	0	5	0.1	0	
0	-1	-1	1	0.1	5	0.1	0	0.3	0	0.3	5	
0	1	-1	-1	0.1	5	0.3	5	0.3	10	0.1	10	
1	-1	-1	2	0.3	5	0.3	0	0.5	0	0.5	5	
1	2	-1	-1	0.3	5	0.5	5	0.5	10	0.3	10	
2	-1	-1	3	0.5	5	0.5	0	0.7	0	0.7	5	
2	3	-1	-1	0.5	5	0.7	5	0.7	10	0.5	10	
3	-1	-1	4	0.7	5	0.7	0	0.9	0	0.9	5	
3	4	-1	-1	0.7	5	0.9	5	0.9	10	0.7	10	
4	-1	-1	5	0.9	5	0.9	0	1.1	0	1.1	5	
4	5	-1	-1	0.9	5	1.1	5	1.1	10	0.9	10	
5	-1	-1	6	1.1	5	1.1	0	1.3	0	1.3	5	
5	6	-1	-1	1.1	5	1.3	5	1.3	10	1.1	10	
6	-1	-1	7	1.3	5	1.3	0	1.5	0	1.5	5	
6	7	-1	-1	1.3	5	1.5	5	1.5	10	1.3	10	
7	-1	-1	8	1.5	5	1.5	0	1.7	0	1.7	5	
7	8	-1	-1	1.5	5	1.7	5	1.7	10	1.5	10	
8	-1	-1	9	1.7	5	1.7	0	1.9	0	1.9	5	
8	9	-1	-1	1.7	5	1.9	5	1.9	10	1.7	10	
9	-1	-1	10	1.9	5	1.9	0	2.1	0	2.1	5	
9	10	-1	-1	1.9	5	2.1	5	2.1	10	1.9	10	
10	-1	-1	11	2.1	5	2.1	0	2.3	0	2.3	5	
10	11	-1	-1	2.1	5	2.3	5	2.3	10	2.1	10	
11	-1	-1	12	2.3	5	2.3	0	2.5	0	2.5	5	
11	12	-1	-1	2.3	5	2.5	5	2.5	10	2.3	10	
12	-1	-1	13	2.5	5	2.5	0	2.7	0	2.7	5	
12	13	-1	-1	2.5	5	2.7	5	2.7	10	2.5	10	
13	-1	-1	14	2.7	5	2.7	0	2.9	0	2.9	5	
13	14	-1	-1	2.7	5	2.9	5	2.9	10	2.7	10	
14	-1	-1	15	2.9	5	2.9	0	3.1	0	3.1	5	
14	15	-1	-1	2.9	5	3.1	5	3.1	10	2.9	10	
15	-1	-1	16	3.1	5	3.1	0	3.3	0	3.3	5	
15	16	-1	-1	3.1	5	3.3	5	3.3	10	3.1	10	
16	-1	-1	17	3.3	5	3.3	0	3.5	0	3.5	5	
16	17	-1	-1	3.3	5	3.5	5	3.5	10	3.3	10	
17	-1	-1	18	3.5	5	3.5	0	3.7	0	3.7	5	
17	18	-1	-1	3.5	5	3.7	5	3.7	10	3.5	10	
18	-1	-1	19	3.7	5	3.7	0	3.9	0	3.9	5	
18	19	-1	-1	3.7	5	3.9	5	3.9	10	3.7	10	
19	-1	-1	20	3.9	5	3.9	0	4.1	0	4.1	5	
19	20	-1	-1	3.9	5	4.1	5	4.1	10	3.9	10	
20	-1	-1	21	4.1	5	4.1	0	4.3	0	4.3	5	
20	21	-1	-1	4.1	5	4.3	5	4.3	10	4.1	10	
21	-1	-1	22	4.3	5	4.3	0	4.5	0	4.5	5	
21	22	-1	-1	4.3	5	4.5	5	4.5	10	4.3	10	
22	-1	-1	23	4.5	5	4.5	0	4.7	0	4.7	5	
22	23	-1	-1	4.5	5	4.7	5	4.7	10	4.5	10	
23	-1	-1	24	4.7	5	4.7	0	4.9	0	4.9	5	
23	24	-1	-1	4.7	5	4.9	5	4.9	10	4.7	10	
24	-1	-1	25	4.9	5	4.9	0	5.1	0	5.1	5	
24	25	-1	-1	4.9	5	5.1	5	5.1	10	4.9	10	
25	-1	-1	26	5.1	5	5.1	0	5.3	0	5.3	5	
25	26	-1	-1	5.1	5	5.3	5	5.3	10	5.1	10	
26	-1	-1	27	5.3	5	5.3	0	5.5	0	5.5	5	
26	27	-1	-1	5.3	5	5.5	5	5.5	10	5.3	10	
27	-1	-1	28	5.5	5	5.5	0	5.7	0	5.7	5	
27	28	-1	-1	5.5	5	5.7	5	5.7	10	5.5	10	
28	-1	-1	29	5.7	5	5.7	0	5.9	0	5.9	5	
28	29	-1	-1	5.7	5	5.9	5	5.9	10	5.7	10	
29	-1	-1	30	5.9	5	5.9	0	6.1	0	6.1	5	
29	30	-1	-1	5.9	5	6.1	5	6.1	10	5.9	10	
30	-1	-1	31	6.1	5	6.1	0	6.3	0	6.3	5	
30	31	-1	-1	6.1	5	6.3	5	6.3	10	6.1	10	
31	-1	-1	32	6.3	5	6.3	0	6.5	0	6.5	5	
31	32	-1	-1	6.3	5	6.5	5	6.5	10	6.3	10	
32	-1	-1	33	6.5	5	6.5	0	6.7	0	6.7	5	
32	33	-1	-1	6.5	5	6.7	5	6.7	10	6.5	10	
33	-1	-1	34	6.7	5	6.7	0	6.9	0	6.9	5	
33	34	-1	-1	6.7	5	6.9	5	6.9	10	6.7	10	
34	-1	-1	35	6.9	5	6.9	0	7.1	0	7.1	5	
34	35	-1	-1	6.9	5	7.1	5	7.1	10	6.9	10	
35	-1	-1	36	7.1	5	7.1	0	7.3	0	7.3	5	
35	36	-1	-1	7.1	5	7.3	5	7.3	10	7.1	10	
36	-1	-1	37	7.3	5	7.3	0	7.5	0	7.5	5	
36	37	-1	-1	7.3	5	7.5	5	7.5	10	7.3	10	
37	-1	-1	38	7.5	5	7.5	0	7.7	0	7.7	5	
37	38	-1	-1	7.5	5	7.7	5	7.7	10	7.5	10	
38	-1	-1	39	7.7	5	7.7	0	7.9	0	7.9	5	
38	39	-1	-1	7.7	5	7.9	5	7.9	10	7.7	10	
39	-1	-1	40	7.9	5	7.9	0	8.1	0	8.1	5	
39	40	-1	-1	7.9	5	8.1	5	8.1	10	7.9	10	
40	-1	-1	41	8.1	5	8.1	0	8.3	0	8.3	5	
40	41	-1	-1	8.1	5	8.3	5	8.3	10	8.1	10	
41	-1	-1	42	8.3	5	8.3	0	8.5	0	8.5	5	
41	42	-1	-1	8.3	5	8.5	5	8.5	10	8.3	10	
42	-1	-1	43	8.5	5	8.5	0	8.7	0	8.7	5	
42	43	-1	-1	8.5	5	8.7	5	8.7	10	8.5	10	
43	-1	-1	44	8.7	5	8.7	0	8.9	0	8.9	5	
43	44	-1	-1	8.7	5	8.9	5	8.9	10	8.7	10	
44	-1	-1	45	8.9	5	8.9	0	9.1	0	9.1	5	
44	45	-1	-1	8.9	5	9.1	5	9.1	10	8.9	10	
45	-1	-1	46	9.1	5	9.1	0	9.3	0	9.3	5	
45	46	-1	-1	9.1	5	9.3	5	9.3	10	9.1	10	
46	-1	-1	47	9.3	5	9.3	0	9.5	0	9.5	5	
46	47	-1	-1	9.3	5	9.5	5	9.5	10	9.3	10	
47	-1	-1	48	9.5	5	9.5	0	9.7	0	9.7	5	
47	48	-1	-1	9.5	5	9.7	5	9.7	10	9.5	10	
48	-1	-1	49	9.7	5	9.7	0	9.9	0	9.9	5	
48	49	-1	-1	9.7	5	9.9	5	9.9	10	9.7	10	
49	-1	-1	9.9	5	9.9	0	10	5	
49	-1	-1	9.9	5	10	5	9.9	10	
