# R2D2 triangularized dual grid
0	0	-1	0	5	0.1	5	0.06666666667	6.666666667		0	0	0	
0	0	-1	0.1	5	0.1	10	0.06666666667	6.666666667		0	0	0	
0	0	-1	0.1	10	0	5	0.06666666667	6.666666667		0	0	0	
0	0	-1	0.1	0	0.1	5	0.06666666667	3.333333333		0	0	0	
0	0	-1	0.1	5	0	5	0.06666666667	3.333333333		0	0	0	
0	0	-1	0	5	0.1	0	0.06666666667	3.333333333		0	0	0	
1	0	-1	0.3	5	0.1	5	0.2	2.5		0	0	1	1	
0	0	-1	0.1	5	0.1	0	0.2	2.5		0	0	1	1	
0	1	-1	0.1	0	0.3	0	0.2	2.5		0	0	1	1	
1	1	-1	0.3	0	0.3	5	0.2	2.5		0	0	1	1	
0	0	-1	0.1	10	0.1	5	0.2	7.5		0	1	1	0	
0	1	-1	0.1	5	0.3	5	0.2	7.5		0	1	1	0	
1	1	-1	0.3	5	0.3	10	0.2	7.5		0	1	1	0	
1	0	-1	0.3	10	0.1	10	0.2	7.5		0	1	1	0	
2	1	-1	0.5	5	0.3	5	0.4	2.5		1	1	2	2	
1	1	-1	0.3	5	0.3	0	0.4	2.5		1	1	2	2	
1	2	-1	0.3	0	0.5	0	0.4	2.5		1	1	2	2	
2	2	-1	0.5	0	0.5	5	0.4	2.5		1	1	2	2	
1	1	-1	0.3	10	0.3	5	0.4	7.5		1	2	2	1	
1	2	-1	0.3	5	0.5	5	0.4	7.5		1	2	2	1	
2	2	-1	0.5	5	0.5	10	0.4	7.5		1	2	2	1	
2	1	-1	0.5	10	0.3	10	0.4	7.5		1	2	2	1	
3	2	-1	0.7	5	0.5	5	0.6	2.5		2	2	3	3	
2	2	-1	0.5	5	0.5	0	0.6	2.5		2	2	3	3	
2	3	-1	0.5	0	0.7	0	0.6	2.5		2	2	3	3	
3	3	-1	0.7	0	0.7	5	0.6	2.5		2	2	3	3	
2	2	-1	0.5	10	0.5	5	0.6	7.5		2	3	3	2	
2	3	-1	0.5	5	0.7	5	0.6	7.5		2	3	3	2	
3	3	-1	0.7	5	0.7	10	0.6	7.5		2	3	3	2	
3	2	-1	0.7	10	0.5	10	0.6	7.5		2	3	3	2	
4	3	-1	0.9	5	0.7	5	0.8	2.5		3	3	4	4	
3	3	-1	0.7	5	0.7	0	0.8	2.5		3	3	4	4	
3	4	-1	0.7	0	0.9	0	0.8	2.5		3	3	4	4	
4	4	-1	0.9	0	0.9	5	0.8	2.5		3	3	4	4	
3	3	-1	0.7	10	0.7	5	0.8	7.5		3	4	4	3	
3	4	-1	0.7	5	0.9	5	0.8	7.5		3	4	4	3	
4	4	-1	0.9	5	0.9	10	0.8	7.5		3	4	4	3	
4	3	-1	0.9	10	0.7	10	0.8	7.5		3	4	4	3	
5	4	-1	1.1	5	0.9	5	1	2.5		4	4	5	5	
4	4	-1	0.9	5	0.9	0	1	2.5		4	4	5	5	
4	5	-1	0.9	0	1.1	0	1	2.5		4	4	5	5	
5	5	-1	1.1	0	1.1	5	1	2.5		4	4	5	5	
4	4	-1	0.9	10	0.9	5	1	7.5		4	5	5	4	
4	5	-1	0.9	5	1.1	5	1	7.5		4	5	5	4	
5	5	-1	1.1	5	1.1	10	1	7.5		4	5	5	4	
5	4	-1	1.1	10	0.9	10	1	7.5		4	5	5	4	
6	5	-1	1.3	5	1.1	5	1.2	2.5		5	5	6	6	
5	5	-1	1.1	5	1.1	0	1.2	2.5		5	5	6	6	
5	6	-1	1.1	0	1.3	0	1.2	2.5		5	5	6	6	
6	6	-1	1.3	0	1.3	5	1.2	2.5		5	5	6	6	
5	5	-1	1.1	10	1.1	5	1.2	7.5		5	6	6	5	
5	6	-1	1.1	5	1.3	5	1.2	7.5		5	6	6	5	
6	6	-1	1.3	5	1.3	10	1.2	7.5		5	6	6	5	
6	5	-1	1.3	10	1.1	10	1.2	7.5		5	6	6	5	
7	6	-1	1.5	5	1.3	5	1.4	2.5		6	6	7	7	
6	6	-1	1.3	5	1.3	0	1.4	2.5		6	6	7	7	
6	7	-1	1.3	0	1.5	0	1.4	2.5		6	6	7	7	
7	7	-1	1.5	0	1.5	5	1.4	2.5		6	6	7	7	
6	6	-1	1.3	10	1.3	5	1.4	7.5		6	7	7	6	
6	7	-1	1.3	5	1.5	5	1.4	7.5		6	7	7	6	
7	7	-1	1.5	5	1.5	10	1.4	7.5		6	7	7	6	
7	6	-1	1.5	10	1.3	10	1.4	7.5		6	7	7	6	
8	7	-1	1.7	5	1.5	5	1.6	2.5		7	7	8	8	
7	7	-1	1.5	5	1.5	0	1.6	2.5		7	7	8	8	
7	8	-1	1.5	0	1.7	0	1.6	2.5		7	7	8	8	
8	8	-1	1.7	0	1.7	5	1.6	2.5		7	7	8	8	
7	7	-1	1.5	10	1.5	5	1.6	7.5		7	8	8	7	
7	8	-1	1.5	5	1.7	5	1.6	7.5		7	8	8	7	
8	8	-1	1.7	5	1.7	10	1.6	7.5		7	8	8	7	
8	7	-1	1.7	10	1.5	10	1.6	7.5		7	8	8	7	
9	8	-1	1.9	5	1.7	5	1.8	2.5		8	8	9	9	
8	8	-1	1.7	5	1.7	0	1.8	2.5		8	8	9	9	
8	9	-1	1.7	0	1.9	0	1.8	2.5		8	8	9	9	
9	9	-1	1.9	0	1.9	5	1.8	2.5		8	8	9	9	
8	8	-1	1.7	10	1.7	5	1.8	7.5		8	9	9	8	
8	9	-1	1.7	5	1.9	5	1.8	7.5		8	9	9	8	
9	9	-1	1.9	5	1.9	10	1.8	7.5		8	9	9	8	
9	8	-1	1.9	10	1.7	10	1.8	7.5		8	9	9	8	
10	9	-1	2.1	5	1.9	5	2	2.5		9	9	10	10	
9	9	-1	1.9	5	1.9	0	2	2.5		9	9	10	10	
9	10	-1	1.9	0	2.1	0	2	2.5		9	9	10	10	
10	10	-1	2.1	0	2.1	5	2	2.5		9	9	10	10	
9	9	-1	1.9	10	1.9	5	2	7.5		9	10	10	9	
9	10	-1	1.9	5	2.1	5	2	7.5		9	10	10	9	
10	10	-1	2.1	5	2.1	10	2	7.5		9	10	10	9	
10	9	-1	2.1	10	1.9	10	2	7.5		9	10	10	9	
11	10	-1	2.3	5	2.1	5	2.2	2.5		10	10	11	11	
10	10	-1	2.1	5	2.1	0	2.2	2.5		10	10	11	11	
