### nodes (vertices)
0	0	0	0	6
1	0	10	0	6
2	10	10	0	6
3	10	0	0	6
4	0	1	0	6
5	0	2	0	6
6	0	3	0	6
7	0	4	0	6
8	0	5	0	6
9	0	6	0	6
10	0	7	0	6
11	0	8	0	6
12	0	9	0	6
13	1	10	0	6
14	2	10	0	6
15	3	10	0	6
16	4	10	0	6
17	5	10	0	6
18	6	10	0	6
19	7	10	0	6
20	8	10	0	6
21	9	10	0	6
22	10	9	0	6
23	10	8	0	6
24	10	7	0	6
25	10	6	0	6
26	10	5	0	6
27	10	4	0	6
28	10	3	0	6
29	10	2	0	6
30	10	1	0	6
31	9	0	0	6
32	8	0	0	6
33	7	0	0	6
34	6	0	0	6
35	5	0	0	6
36	4	0	0	6
37	3	0	0	6
38	2	0	0	6
39	1	0	0	6
40	4.93989	5.12292	0	6
41	2.96336	2.81373	0	6
42	2.81373	7.03664	0	6
43	7.07143	2.92857	0	6
44	7.0197	7.18639	0	6
45	4.93167	2.10736	0	6
46	2.24142	4.93066	0	6
47	7.89264	4.93167	0	6
48	4.93066	7.75858	0	6
49	1.70503	1.70503	0	6
50	1.70503	8.29497	0	6
51	8.29497	1.70503	0	6
52	8.29497	8.29497	0	6
53	1.51134	3.5929	0	6
54	3.5929	1.51134	0	6
55	3.5929	8.48866	0	6
56	6.4071	1.51134	0	6
57	1.51134	6.4071	0	6
58	8.47945	3.61659	0	6
59	8.48866	6.4071	0	6
60	6.4071	8.48866	0	6
61	4.33014	3.59843	0	6
62	3.59007	5.75398	0	6
63	6.36064	4.27989	0	6
64	5.74098	6.34685	0	6
65	3.11966	4.28016	0	6
66	5.68413	3.40472	0	6
67	4.22921	6.63151	0	6
68	6.50473	5.67506	0	6
69	4.61939	1.094	0	6
70	1.09843	5.3354	0	6
71	8.90541	4.6209	0	6
72	5.3354	8.90157	0	6
73	0.976651	2.60926	0	6
74	2.60926	9.02335	0	6
75	2.59701	0.993906	0	6
76	9.02241	2.61168	0	6
77	7.40299	0.993906	0	6
78	9.02335	7.39074	0	6
79	0.993906	7.40299	0	6
80	7.40299	9.00609	0	6
81	3.95879	2.54717	0	6
82	2.64265	5.98788	0	6
83	7.45283	3.95879	0	6
84	5.98976	7.34424	0	6
85	6.04778	2.51704	0	6
86	7.46724	6.04948	0	6
87	4.0002	4.64085	0	6
88	4.88941	6.01395	0	6
89	0.998781	0.998781	0	6
90	0.998781	9.00122	0	6
91	9.03111	0.968891	0	6
92	9.00122	9.00122	0	6
93	0.832487	4.29921	0	6
94	4.29921	9.16751	0	6
95	5.69325	0.831748	0	6
96	9.16815	5.6935	0	6
97	2.62976	2.00383	0	6
98	2.00383	7.37024	0	6
99	7.20615	2.06299	0	6
100	7.37024	7.99617	0	6
101	2.03448	2.73563	0	6
102	8.01265	2.72206	0	6
103	2.73563	7.96552	0	6
104	8.01265	7.27794	0	6
105	2.44513	3.73974	0	6
106	3.73246	7.51932	0	6
107	5.11246	4.12013	0	6
108	5.90323	5.08865	0	6
109	3.07287	5.05815	0	6
110	6.46084	3.45764	0	6
111	5.15601	6.81903	0	6
112	6.52862	6.45976	0	6
113	0.664095	3.50028	0	6
114	3.50028	9.3359	0	6
115	3.56186	0.719849	0	6
116	9.28145	3.56983	0	6
117	6.50067	0.667399	0	6
118	9.33603	6.49827	0	6
119	0.720735	6.4291	0	6
120	6.4291	9.27926	0	6
121	0.799714	1.79898	0	6
122	1.79898	9.20029	0	6
123	1.79898	0.799714	0	6
124	9.20029	1.79898	0	6
125	8.20102	0.799714	0	6
126	9.20029	8.20102	0	6
127	0.799714	8.20102	0	6
128	8.20102	9.20029	0	6
129	3.48863	3.56185	0	6
130	4.91476	3.01197	0	6
131	3.42929	6.52601	0	6
132	6.96897	4.92987	0	6
133	1.62576	4.37958	0	6
134	4.37813	8.36713	0	6
135	5.60876	1.68407	0	6
136	8.31507	5.60894	0	6
137	4.25998	1.82604	0	6
138	1.83822	5.72772	0	6
139	8.18258	4.28199	0	6
140	5.72782	8.1611	0	6
141	5.55281	5.6595	0	6
142	3.33066	2.18651	0	6
143	2.18651	6.66934	0	6
144	6.66934	7.81349	0	6
145	4.29909	5.50386	0	6


