# R2D2 dual grid
0	-1	-1	0.05	1	0.05	2	0	1	
0	-1	-1	0.05	1	0	1	0.05	0	
0	-1	-1	1	0.05	1	0.05	0	0.15	0	0.15	1	
0	1	-1	-1	0.05	1	0.15	1	0.15	2	0.05	2	
1	-1	-1	2	0.15	1	0.15	0	0.25	0	0.25	1	
1	2	-1	-1	0.15	1	0.25	1	0.25	2	0.15	2	
2	-1	-1	3	0.25	1	0.25	0	0.35	0	0.35	1	
2	3	-1	-1	0.25	1	0.35	1	0.35	2	0.25	2	
3	-1	-1	4	0.35	1	0.35	0	0.45	0	0.45	1	
3	4	-1	-1	0.35	1	0.45	1	0.45	2	0.35	2	
4	-1	-1	5	0.45	1	0.45	0	0.55	0	0.55	1	
4	5	-1	-1	0.45	1	0.55	1	0.55	2	0.45	2	
5	-1	-1	6	0.55	1	0.55	0	0.65	0	0.65	1	
5	6	-1	-1	0.55	1	0.65	1	0.65	2	0.55	2	
6	-1	-1	7	0.65	1	0.65	0	0.75	0	0.75	1	
6	7	-1	-1	0.65	1	0.75	1	0.75	2	0.65	2	
7	-1	-1	8	0.75	1	0.75	0	0.85	0	0.85	1	
7	8	-1	-1	0.75	1	0.85	1	0.85	2	0.75	2	
8	-1	-1	9	0.85	1	0.85	0	0.95	0	0.95	1	
8	9	-1	-1	0.85	1	0.95	1	0.95	2	0.85	2	
9	-1	-1	10	0.95	1	0.95	0	1.05	0	1.05	1	
9	10	-1	-1	0.95	1	1.05	1	1.05	2	0.95	2	
10	-1	-1	11	1.05	1	1.05	0	1.15	0	1.15	1	
10	11	-1	-1	1.05	1	1.15	1	1.15	2	1.05	2	
11	-1	-1	12	1.15	1	1.15	0	1.25	0	1.25	1	
11	12	-1	-1	1.15	1	1.25	1	1.25	2	1.15	2	
12	-1	-1	13	1.25	1	1.25	0	1.35	0	1.35	1	
12	13	-1	-1	1.25	1	1.35	1	1.35	2	1.25	2	
13	-1	-1	14	1.35	1	1.35	0	1.45	0	1.45	1	
13	14	-1	-1	1.35	1	1.45	1	1.45	2	1.35	2	
14	-1	-1	15	1.45	1	1.45	0	1.55	0	1.55	1	
14	15	-1	-1	1.45	1	1.55	1	1.55	2	1.45	2	
15	-1	-1	16	1.55	1	1.55	0	1.65	0	1.65	1	
15	16	-1	-1	1.55	1	1.65	1	1.65	2	1.55	2	
16	-1	-1	17	1.65	1	1.65	0	1.75	0	1.75	1	
16	17	-1	-1	1.65	1	1.75	1	1.75	2	1.65	2	
17	-1	-1	18	1.75	1	1.75	0	1.85	0	1.85	1	
17	18	-1	-1	1.75	1	1.85	1	1.85	2	1.75	2	
18	-1	-1	19	1.85	1	1.85	0	1.95	0	1.95	1	
18	19	-1	-1	1.85	1	1.95	1	1.95	2	1.85	2	
19	-1	-1	20	1.95	1	1.95	0	2.05	0	2.05	1	
19	20	-1	-1	1.95	1	2.05	1	2.05	2	1.95	2	
20	-1	-1	21	2.05	1	2.05	0	2.15	0	2.15	1	
20	21	-1	-1	2.05	1	2.15	1	2.15	2	2.05	2	
21	-1	-1	22	2.15	1	2.15	0	2.25	0	2.25	1	
21	22	-1	-1	2.15	1	2.25	1	2.25	2	2.15	2	
22	-1	-1	23	2.25	1	2.25	0	2.35	0	2.35	1	
22	23	-1	-1	2.25	1	2.35	1	2.35	2	2.25	2	
