### dual
0	304.725
2.82922	306.026

5	300
6.16256	302.876

4.24384	304.314
2.82922	306.026

430	304.037
427.845	304.759

425	300
424.512	302.068

426.768	303.103
427.845	304.759

35.0526	392.079
34.6959	391.25

36.8581	391.828
36.741	391.243

36.2534	391.036
35.4964	390.554

34.9913	390.796
34.6959	391.25

90.0551	379.231
89.9089	378.665

91.9	378.85
91.6992	378.463

90.3083	378.266
89.9089	378.665

91.1488	378.344
90.638	378.074

108.1	376.15
107.91	375.591

110.03	375.914
110.139	375.34

109.678	375.095
109.441	374.553

108.265	375.236
108.499	374.648

108.983	374.735
108.499	374.648

205.022	367.092
204.962	366.455

206.976	366.866
206.78	366.37

205.421	366.09
204.962	366.455

206.194	366.19
205.743	365.854

285.024	356.134
284.908	355.45

286.976	356
286.884	355.463

285.337	355.041
284.908	355.45

286.35	355.195
286.884	355.463

326.024	356
326.064	355.481

327.984	355.922
327.913	355.387

327.385	355.159
327.913	355.387

326.573	355.221
326.064	355.481

389.016	351.078
389.013	350.431

391	350.975
390.989	350.3

390.483	349.975
389.991	349.696

389.503	350.068
389.991	349.696

44.2939	390.341
44.049	389.719

48.2222	389.457
47.9797	388.897

44.7796	389.238
44.049	389.719

46.7475	388.889
46.3208	388.499

45.7338	388.86
45.009	388.732

118.953	375.171
118.845	374.587

123.364	374.778
122.971	374.185

119.815	374.209
118.845	374.587

121.593	374
122.971	374.185

120.71	373.856
120.016	373.71

0	394.225
0.296459	394.225

0.947368	394.921
0.928038	394.689

0.444688	394.613
0.928038	394.689

429	350.025
428.993	349.758

430	349.225
429.66	349.225

429.49	349.613
428.993	349.758

47.4252	358
46.8114	357.373

46	359.532
45.2808	359.539

44.9212	358.776
45.2808	359.539

45.7919	357.06
46.8114	357.373

45.0307	357.722
44.6346	358.332

47.1624	359.185
47.7251	358.79

118.811	358
118.811	357.22

121	359.75
121.905	359.985

121.863	356.057
120.845	355.925

122.357	359.228
121.905	359.985

122.584	357.801
122.631	356.572

119.906	356.83
120.845	355.925

119.723	359.263
118.689	358.842

33.75	388.187
33.6753	387.292

37.7061	387.659
37.8976	386.798

36	385.5
35.1753	385.5

34.763	386.75
35.1753	385.5

37.1404	386.539
37.8976	386.798

37.1972	388.762
37.9355	388.281

36.2534	389.036
36.9671	389.199

34.9913	388.796
35.4964	389.221

45.1419	386.172
44.9627	385.689

46.9375	385.771
46.625	385.104

46	384.884
45.5347	384.831

45.3021	385.362
45.5347	384.831

46.7475	386.889
47.1233	386.44

45.7338	386.86
45.2505	386.688

91.9	374.85
91.8154	374.272

90.0625	375.229
89.9399	374.728

91.3232	374.058
91.8154	374.272

90.3473	374.362
89.9399	374.728

91.6216	375.807
92.0144	375.438

90.8674	375.734
91.326	376.027

109.857	371.929
109.741	371.198

108.1	372.15
108.02	371.668

109.254	370.869
109.741	371.198

108.429	371.352
108.789	370.814

108.983	372.735
109.56	372.442

205.012	363.093
205.027	362.428

206.996	362.863
206.938	362.367

205.529	362.048
205.027	362.428

206.411	362.188
205.96	361.824

205.421	364.09
205.743	364.52

206.788	363.76
206.655	364.3

206.194	364.19
205.743	364.52

283.601	352.33
283.219	351.145

288.278	352
288.82	350.777

286.039	349.411
287.327	349.05

284.228	350.388
283.219	351.145

287.952	350.165
288.82	350.777

287.436	352.932
288.476	352.622

285.337	353.041
283.958	352.914

286.35	353.195
287.191	353.418

324.722	352
324.886	350.533

329.351	351.813
329.216	350.751

326.107	349.799
324.886	350.533

327.973	350.313
329.216	350.751

328.361	352.856
329.474	352.446

325.575	352.953
324.532	352.636

327.385	353.159
328.164	353.343

326.573	353.221
325.765	353.45

389.016	347.078
388.95	346.251

390.974	346.976
390.958	346.358

389.409	345.798
388.95	346.251

390.464	346.061
389.915	345.572

390.483	347.975
389.991	348.362

389.503	348.068
389.991	348.362

430	343.5
429.042	343.34

430	347.225
429.208	347.515

427.731	346.057
427.53	345.044

428.563	344.51
429.042	343.34

428.812	347.047
429.208	347.515

120.143	371.071
120.012	370.678

121.988	370.907
122.261	370.406

121	369.838
121.602	369.693

121.903	370.202
122.261	370.406

120.375	370.446
120.583	369.856

121.593	372
122.054	371.605

120.71	371.856
120.235	371.618

0	388.508
1.16151	388.044

0	392.225
0.746009	392.517

2.25	390.813
2.66151	389.58

1.74227	389.058
2.66151	389.58

1.11901	392.05
0.746009	392.517

93.4545	349.727
93.4271	348.397

88.6242	350.106
88.7283	349.175

92.1861	347.868
91.1028	347.683

89.9682	348.656
91.1028	347.683

92.4739	351.747
91.6483	352.549

90.4986	352.076
91.6483	352.549

89.4203	351.264
88.3631	350.913

90.0294	358
90.0294	357.415

91.9596	358
91.9626	357.288

91.4843	356.932
91.9626	357.288

90.5147	357.123
90.0294	357.415

90.5147	359.13
90.0294	358.753

91.4798	358.875
90.9963	359.336

430	343.5
429.042	343.34

430	339
429.043	339.288

428.563	342.01
429.042	343.34

428.565	340.432
429.043	339.288

430	339
429.043	339.288

430	334.734
428.758	334.241

427.5	337
427.091	335.752

428.137	335.127
427.091	335.752

428.565	338.432
427.377	337.954

267.633	337.033
267.865	335.838

272.5	337
272.574	335.646

271.36	334.969
272.574	335.646

269.164	335.224
270.35	334.462

269.657	339.665
270.896	340.085

271.687	338.963
270.896	340.085

268.682	338.212
268.893	339.585

196.545	338.273
196.404	336.892

201.367	337.967
201.122	336.273

199.816	335.442
201.122	336.273

197.561	336.066
198.584	335.005

199.493	340.513
200.703	340.964

197.956	339.495
196.668	339.179

201.061	339.933
200.703	340.964

36.7531	356.417
35.8654	355.892

36	360.5
35.1737	360.552

33.7328	357.804
33.8519	356.817

35.045	356.422
33.8519	356.817

34.7605	359.327
35.1737	360.552

37.3458	359.189
37.9863	358.279

37.6336	357.23
37.9863	358.279

45.121	352.047
45.0569	351.49

47.0146	351.955
46.9859	351.309

46.4642	351.009
46.9859	351.309

45.4644	351.188
45.9524	350.798

45.6107	352.968
45.1545	352.677

46.5896	352.683
46.1335	353.101

48.25	372.7
48.4443	371.68

46	375.218
45.2811	375.287

46	370.752
44.9357	371.35

44.4036	372.774
44.9357	371.35

44.9217	374.213
45.2811	375.287

47.4165	371.32
46.9443	370.382

47.67	374.525
47.1133	375.495

88.75	367.3
89.0462	366.16

93.25	366.875
93.2869	365.86

92.1804	365.415
93.2869	365.86

90.3194	365.439
89.0462	366.16

91.9111	368.754
93.1074	368.086

89.8973	368.244
90.8723	368.999

106.75	366.125
106.156	365.25

111	365.833
110.84	364.429

108.177	364.136
108.958	363.297

109.76	363.81
108.958	363.297

106.984	364.75
107.107	363.924

110.127	367.166
109.92	368.023

108.142	367.492
108.597	368.241

109.254	367.869
109.92	368.023

119	365.167
118.931	364.49

121	366.838
121.573	366.871

121	363.25
121.84	363.532

122.26	364.548
121.84	363.532

121.859	365.969
122.413	365.345

119.896	364.069
118.931	364.49

120.029	366.009
120.353	366.898

0	304.725
2.82922	306.026

0	313.93
2.27082	315.692

4.24384	309.039
5.10005	312.432

3.40624	314.334
5.10005	312.432

0	313.93
2.27082	315.692

0	322.656
2.27082	321.51

3.40624	318.814
2.27082	315.692

0	322.656
2.27082	321.51

0	330.93
1.62209	331.03

3.73794	326.59
4.76279	324.133

3.40624	323.061
4.76279	324.133

2.43314	329.067
4.11405	328.137

0	330.93
1.62209	331.03

0	338.774
1.83965	339.037

2.75947	337.261
3.46174	335.251

2.43314	333.094
3.46174	335.251

0	338.774
1.83965	339.037

0	346.21
2.46637	346.069

3.69955	344.189
2.46637	346.069

2.75947	341.078
4.30602	342.648

0	346.21
2.46637	346.069

0	353.261
1.75784	352.536

3.69955	347.808
2.46637	346.069

2.63676	350.458
4.22421	348.901

0	353.261
1.75784	352.536

0	359.945
1.3242	360.122

2.94643	356.582
3.72212	354.75

2.63676	353.889
3.72212	354.75

1.98631	358.583
1.3242	360.122

0	359.945
1.3242	360.122

0	366.283
1.57569	367.632

3.29498	363.767
3.77234	365.955

2.36353	366.764
3.77234	365.955

1.98631	361.836
1.3242	360.122

0	366.283
1.57569	367.632

0	372.291
1.57569	371.637

2.36353	369.848
1.57569	367.632

0	372.291
1.57569	371.637

0	377.987
1.21941	377.364

2.36353	372.772
2.7951	373.888

1.82912	375.667
2.7951	373.888

0	377.987
1.21941	377.364

0	383.388
1.02615	383.451

2.86984	380.206
3.13264	378.843

1.53923	382.169
2.93938	381.33

1.82912	378.439
3.13264	378.843

0	388.508
1.16151	388.044

0	383.388
1.02615	383.451

1.74227	386.566
1.16151	388.044

1.53923	384.797
1.02615	383.451

0	394.225
0.296459	394.225

0	392.225
0.746009	392.517

1.11901	393.275
0.746009	392.517

0.444688	393.838
1.04247	393.592

0.947368	394.921
0.928038	394.689

2.84211	394.763
2.64075	394.209

2.06638	393.971
2.64075	394.209

1.39206	394.534
1.67405	394.056

2.84211	394.763
2.64075	394.209

4.73684	394.605
4.6814	394.06

3.01375	393.892
2.64075	394.209

4.17999	393.827
3.53267	393.584

4.73684	394.605
4.6814	394.06

6.63158	394.447
6.59929	393.752

6.10946	393.444
6.59929	393.752

5.12736	393.748
4.6814	394.06

6.63158	394.447
6.59929	393.752

8.52632	394.289
8.50457	393.761

7.05683	393.365
6.59929	393.752

8.02002	393.537
